id,fiyat,platform,cinsiyet,ülke,yaş
10846,15,android,female,ESP,41
10847,15,android,female,FRA,40
10848,15,ios,male,JPN,52
10849,18,android,male,IND,65
10850,7,ios,male,ESP,41
10851,2,android,male,TUR,54
10852,38,ios,female,FRA,24
10853,50,ios,male,BRA,57
10854,34,android,female,RUS,42
10855,28,android,male,JPN,63
10856,17,ios,female,GBR,40
10857,28,android,male,USA,56
10858,26,ios,female,DEU,52
10859,12,android,male,IND,49
10860,33,android,male,ESP,64
10861,46,ios,female,IND,64
10862,41,ios,male,FRA,54
10863,5,android,male,JPN,59
10864,2,android,female,IND,59
10865,10,ios,male,IND,61
10866,9,ios,female,GBR,29
10867,34,android,female,RUS,31
10868,29,android,male,FRA,29
10869,34,android,male,DEU,44
10870,22,ios,male,JPN,26
10871,33,ios,male,JPN,54
10872,28,ios,male,IND,55
10873,1,android,male,USA,50
10874,8,ios,female,IND,34
10875,2,ios,female,TUR,61
10876,10,ios,female,GBR,21
10877,42,ios,female,FRA,18
10878,12,android,male,JPN,28
10879,29,ios,male,ESP,50
10880,28,ios,male,USA,19
10881,13,android,male,GBR,58
10882,38,android,female,JPN,56
10883,49,ios,female,IND,39
10884,38,ios,female,ESP,51
10885,50,android,male,GBR,36
10886,12,ios,female,USA,63
10887,46,android,male,DEU,31
10888,26,ios,female,DEU,34
10889,8,android,female,USA,33
10890,33,android,male,DEU,33
10891,43,ios,male,USA,58
10892,19,android,male,JPN,38
10893,2,ios,female,DEU,18
10894,30,ios,female,FRA,64
10895,38,ios,male,IND,55
10896,45,android,female,ESP,22
10897,40,ios,female,GBR,33
10898,35,android,female,FRA,64
10899,19,ios,female,USA,22
10900,4,android,male,FRA,28
10901,5,ios,male,USA,46
10902,20,android,male,DEU,39
10903,31,android,female,TUR,24
10904,9,ios,male,GBR,23
10905,38,ios,female,BRA,58
10906,41,android,male,DEU,30
10907,42,android,male,BRA,29
10908,43,ios,female,FRA,38
10909,34,android,male,FRA,25
10910,21,ios,female,TUR,54
10911,34,ios,male,ESP,53
10912,7,ios,female,TUR,27
10913,51,ios,female,ESP,51
10914,3,android,male,IND,48
10915,44,android,male,BRA,20
10916,16,ios,female,GBR,28
10917,15,android,female,IND,57
10918,47,ios,female,FRA,34
10919,32,android,female,ESP,19
10920,28,android,female,DEU,20
10921,44,android,male,DEU,18
10922,18,android,male,IND,33
10923,23,android,female,JPN,35
10924,19,android,male,RUS,20
10925,51,ios,male,RUS,18
10926,18,android,male,BRA,63
10927,41,android,female,TUR,65
10928,4,android,male,TUR,47
10929,21,ios,female,ESP,55
10930,40,android,male,DEU,22
10931,48,android,male,RUS,32
10932,15,android,female,ESP,59
10933,22,android,female,IND,64
10934,29,android,male,TUR,30
10935,15,android,male,RUS,55
10936,51,android,male,FRA,59
10937,1,ios,male,JPN,20
10938,39,ios,male,RUS,29
10939,3,ios,female,IND,50
10940,15,ios,female,FRA,46
10941,8,android,male,ESP,21
10942,35,android,male,IND,32
10943,42,ios,male,DEU,60
10944,50,ios,female,BRA,39
10945,27,ios,male,USA,62
10946,34,android,female,DEU,32
10947,31,ios,female,TUR,31
10948,6,ios,female,BRA,27
10949,50,ios,male,IND,60
10950,9,android,male,DEU,42
10951,1,ios,male,ESP,33
10952,46,android,male,TUR,29
10953,33,android,male,DEU,26
10954,26,ios,female,ESP,56
10955,19,ios,male,DEU,18
10956,8,ios,female,IND,57
10957,46,ios,male,FRA,46
10958,13,ios,female,USA,36
10959,47,android,female,JPN,44
10960,10,android,female,DEU,55
10961,33,android,male,GBR,54
10962,47,ios,male,GBR,51
10963,34,ios,female,DEU,55
10964,20,android,female,FRA,19
10965,30,ios,male,RUS,26
10966,7,android,male,BRA,51
10967,29,ios,female,GBR,25
10968,18,android,male,JPN,33
10969,29,ios,female,BRA,34
10970,16,ios,female,ESP,55
10971,43,ios,female,ESP,27
10972,17,ios,female,BRA,55
10973,39,ios,female,TUR,26
10974,45,android,male,DEU,23
10975,13,ios,male,FRA,33
10976,46,android,female,DEU,39
10977,8,ios,male,JPN,45
10978,25,ios,female,FRA,47
10979,48,ios,male,TUR,31
10980,7,android,male,DEU,56
10981,16,android,male,RUS,39
10982,6,ios,female,IND,63
10983,43,ios,female,JPN,58
10984,15,ios,female,USA,33
10985,44,ios,female,BRA,64
10986,30,ios,female,TUR,62
10987,45,ios,female,ESP,25
10988,38,ios,male,RUS,57
10989,11,android,male,USA,29
10990,45,ios,male,GBR,23
10991,30,ios,female,FRA,35
10992,41,ios,female,IND,54
10993,2,android,male,ESP,63
10994,9,ios,female,GBR,49
10995,4,android,male,GBR,63
10996,31,android,male,DEU,29
10997,46,android,male,GBR,39
10998,31,android,female,GBR,49
10999,16,android,male,GBR,40
11000,34,android,male,DEU,27
11001,14,android,male,TUR,40
11002,43,ios,female,IND,59
11003,39,ios,female,GBR,61
11004,31,ios,male,RUS,31
11005,36,ios,male,RUS,24
11006,31,ios,male,IND,63
11007,15,android,male,IND,56
11008,5,android,male,RUS,38
11009,4,android,female,USA,31
11010,31,ios,female,DEU,43
11011,19,ios,male,FRA,41
11012,36,ios,female,BRA,35
11013,33,android,female,JPN,39
11014,23,android,male,ESP,39
11015,24,android,male,ESP,40
11016,32,android,female,DEU,32
11017,37,ios,male,IND,56
11018,32,android,female,IND,19
11019,48,android,female,FRA,48
11020,41,android,male,JPN,20
11021,48,ios,male,RUS,53
11022,20,android,male,RUS,41
11023,50,android,male,DEU,18
11024,4,android,male,TUR,20
11025,8,ios,male,USA,29
11026,40,android,female,DEU,54
11027,45,ios,male,FRA,30
11028,47,ios,male,FRA,63
11029,20,android,female,TUR,40
11030,32,ios,female,GBR,43
11031,14,ios,female,GBR,31
11032,47,ios,male,RUS,40
11033,38,ios,female,RUS,45
11034,30,ios,female,TUR,22
11035,51,android,female,ESP,28
11036,1,ios,female,RUS,40
11037,28,ios,female,DEU,44
11038,34,ios,male,IND,64
11039,1,ios,female,ESP,47
11040,19,android,male,USA,20
11041,21,android,female,TUR,50
11042,37,android,male,GBR,40
11043,17,android,female,RUS,48
11044,46,ios,male,USA,54
11045,3,ios,female,GBR,25
11046,20,android,male,USA,63
11047,32,android,female,GBR,19
11048,16,ios,male,FRA,59
11049,44,android,male,RUS,43
11050,18,ios,male,ESP,38
11051,49,ios,male,TUR,52
11052,7,android,male,DEU,30
11053,36,android,female,RUS,64
11054,38,ios,female,JPN,50
11055,10,android,female,RUS,54
11056,25,android,male,GBR,42
11057,50,android,female,IND,36
11058,16,ios,male,ESP,63
11059,19,android,male,BRA,19
11060,26,ios,male,FRA,27
11061,32,ios,female,TUR,40
11062,42,android,female,TUR,58
11063,16,android,female,USA,47
11064,33,ios,male,TUR,37
11065,8,ios,female,ESP,64
11066,15,android,male,FRA,35
11067,21,android,male,RUS,49
11068,45,android,male,JPN,24
11069,9,android,female,TUR,27
11070,20,android,female,USA,36
11071,23,ios,female,FRA,26
11072,51,android,male,ESP,19
11073,44,android,male,IND,29
11074,25,ios,female,JPN,62
11075,5,ios,female,GBR,51
11076,26,ios,female,ESP,52
11077,6,ios,male,RUS,33
11078,19,ios,female,JPN,18
11079,42,android,female,FRA,37
11080,18,ios,female,ESP,43
11081,51,ios,male,FRA,65
11082,30,ios,male,IND,30
11083,47,ios,female,ESP,45
11084,27,android,female,DEU,61
11085,18,ios,female,GBR,48
11086,17,android,male,TUR,24
11087,41,android,female,BRA,61
11088,33,android,female,TUR,58
11089,39,ios,male,JPN,51
11090,41,android,male,RUS,52
11091,26,android,female,DEU,65
11092,29,android,female,GBR,41
11093,51,android,male,USA,38
11094,15,android,male,ESP,65
11095,1,ios,female,GBR,52
11096,35,ios,female,FRA,37
11097,38,android,female,ESP,29
11098,36,android,female,TUR,38
11099,27,ios,female,RUS,24
11100,20,ios,female,IND,22
11101,25,ios,female,DEU,58
11102,4,android,male,FRA,36
11103,9,ios,male,GBR,28
11104,22,android,male,RUS,65
11105,21,android,female,FRA,38
11106,7,android,male,DEU,34
11107,35,ios,male,TUR,61
11108,25,android,female,USA,62
11109,51,android,female,RUS,44
11110,31,ios,female,GBR,36
11111,31,android,male,ESP,46
11112,38,android,female,JPN,44
11113,43,ios,male,DEU,54
11114,20,ios,female,RUS,24
11115,51,android,male,USA,65
11116,2,ios,female,TUR,41
11117,17,android,male,TUR,35
11118,18,ios,female,DEU,62
11119,8,ios,male,BRA,23
11120,32,ios,female,TUR,39
11121,3,android,male,GBR,27
11122,51,android,female,RUS,29
11123,23,ios,male,IND,56
11124,5,ios,male,TUR,61
11125,50,ios,female,JPN,55
11126,18,ios,female,FRA,29
11127,41,android,female,USA,20
11128,35,android,male,JPN,61
11129,50,android,female,BRA,35
11130,33,android,female,DEU,41
11131,10,android,male,TUR,21
11132,12,ios,female,DEU,53
11133,27,android,female,BRA,52
11134,35,ios,male,TUR,65
11135,36,ios,male,ESP,39
11136,38,android,male,IND,60
11137,35,ios,female,FRA,46
11138,19,ios,female,GBR,59
11139,38,ios,female,FRA,51
11140,15,android,female,GBR,29
11141,5,ios,male,RUS,44
11142,9,ios,male,RUS,25
11143,25,android,male,GBR,47
11144,19,android,male,USA,32
11145,47,android,female,FRA,50
11146,28,android,male,DEU,42
11147,33,ios,male,ESP,31
11148,6,android,male,FRA,57
11149,14,android,female,ESP,27
11150,19,android,female,DEU,38
11151,30,ios,male,JPN,34
11152,51,ios,female,ESP,50
11153,24,ios,female,IND,46
11154,12,android,male,JPN,65
11155,13,ios,male,DEU,34
11156,37,android,male,GBR,55
11157,18,android,male,FRA,55
11158,18,ios,male,TUR,55
11159,48,android,female,JPN,57
11160,33,android,male,DEU,39
11161,45,android,female,DEU,30
11162,16,ios,female,BRA,19
11163,9,android,male,ESP,58
11164,24,android,female,ESP,61
11165,21,android,female,FRA,38
11166,17,ios,female,DEU,54
11167,49,ios,female,IND,63
11168,44,android,male,USA,26
11169,50,ios,female,FRA,25
11170,17,ios,male,FRA,52
11171,8,android,female,TUR,64
11172,1,ios,female,USA,59
11173,15,ios,male,DEU,40
11174,32,ios,male,TUR,24
11175,14,android,female,FRA,60
11176,23,android,male,GBR,26
11177,25,android,male,IND,50
11178,13,ios,female,GBR,60
11179,42,android,female,GBR,50
11180,5,android,male,FRA,35
11181,5,ios,male,RUS,44
11182,19,ios,female,GBR,19
11183,6,ios,male,ESP,56
11184,43,ios,female,IND,32
11185,3,android,female,ESP,28
11186,23,ios,female,BRA,26
11187,30,ios,female,ESP,46
11188,48,android,female,BRA,26
11189,45,ios,female,USA,49
11190,15,ios,female,BRA,29
11191,50,android,female,DEU,36
11192,46,android,male,DEU,33
11193,18,android,female,USA,46
11194,32,ios,male,USA,51
11195,13,ios,male,FRA,41
11196,13,ios,female,GBR,19
11197,31,ios,female,IND,29
11198,38,ios,female,FRA,20
11199,50,android,female,GBR,48
11200,51,android,male,JPN,33
11201,3,ios,male,BRA,24
11202,48,ios,female,ESP,51
11203,12,android,female,BRA,23
11204,42,ios,female,TUR,45
11205,28,ios,male,USA,37
11206,9,ios,female,GBR,28
11207,17,ios,male,USA,27
11208,37,ios,female,IND,44
11209,44,android,female,GBR,31
11210,26,android,female,JPN,18
11211,26,android,female,USA,54
11212,28,ios,female,IND,56
11213,6,ios,male,IND,44
11214,20,ios,male,FRA,64
11215,41,ios,male,FRA,21
11216,34,android,female,TUR,62
11217,40,ios,female,IND,55
11218,23,ios,male,ESP,26
11219,50,android,female,ESP,31
11220,15,ios,female,USA,41
11221,22,android,male,GBR,62
11222,20,ios,male,GBR,47
11223,24,android,female,GBR,60
11224,27,ios,male,FRA,48
11225,41,ios,male,IND,24
11226,29,android,male,ESP,39
11227,20,android,male,RUS,33
11228,18,ios,male,TUR,39
11229,17,ios,male,USA,19
11230,27,ios,female,ESP,26
11231,24,android,male,GBR,32
11232,45,android,male,RUS,35
11233,2,ios,female,GBR,50
11234,4,android,female,GBR,62
11235,11,android,female,TUR,40
11236,12,ios,male,FRA,39
11237,39,android,female,ESP,32
11238,26,android,male,JPN,46
11239,1,ios,female,RUS,35
11240,12,ios,male,ESP,52
11241,19,android,male,FRA,39
11242,17,android,female,TUR,27
11243,32,android,female,TUR,28
11244,25,android,male,JPN,58
11245,51,ios,female,FRA,31
11246,47,android,male,GBR,42
11247,16,android,male,FRA,44
11248,39,android,female,IND,52
11249,20,ios,male,BRA,40
11250,27,android,male,RUS,21
11251,14,android,male,JPN,35
11252,45,ios,male,RUS,39
11253,13,android,female,BRA,49
11254,12,android,male,BRA,41
11255,13,android,female,FRA,22
11256,41,ios,male,USA,42
11257,42,android,female,JPN,46
11258,10,ios,female,DEU,65
11259,45,ios,male,RUS,54
11260,25,android,female,ESP,31
11261,17,android,male,IND,49
11262,39,ios,female,ESP,24
11263,30,ios,female,RUS,31
11264,12,android,female,TUR,37
11265,10,ios,male,DEU,36
11266,11,android,female,IND,26
11267,32,android,male,BRA,51
11268,22,android,female,BRA,49
11269,28,ios,female,TUR,51
11270,50,ios,female,RUS,30
11271,48,ios,male,TUR,24
11272,9,android,female,IND,54
11273,6,android,female,RUS,24
11274,13,android,female,TUR,31
11275,17,android,female,ESP,27
11276,39,ios,female,DEU,18
11277,29,ios,female,FRA,41
11278,34,ios,male,RUS,57
11279,14,ios,female,BRA,41
11280,18,ios,male,TUR,65
11281,51,android,female,JPN,46
11282,10,android,female,ESP,49
11283,49,ios,female,FRA,28
11284,32,ios,male,TUR,60
11285,6,android,female,RUS,30
11286,45,android,female,BRA,49
11287,44,android,male,RUS,53
11288,2,android,female,ESP,61
11289,13,android,female,IND,57
11290,14,ios,female,BRA,57
11291,32,android,female,USA,56
11292,7,ios,male,GBR,26
11293,31,ios,male,IND,28
11294,14,ios,female,GBR,57
11295,34,android,male,BRA,65
11296,2,android,female,BRA,29
11297,37,android,male,RUS,48
11298,20,android,female,IND,52
11299,3,android,male,DEU,33
11300,34,ios,male,IND,35
11301,15,android,female,BRA,25
11302,7,android,female,TUR,20
11303,12,ios,female,JPN,29
11304,51,ios,male,IND,54
11305,34,android,female,DEU,38
11306,30,ios,male,IND,49
11307,14,android,female,GBR,65
11308,30,ios,female,GBR,54
11309,39,ios,female,RUS,33
11310,45,ios,male,BRA,25
11311,37,ios,female,RUS,55
11312,2,android,male,BRA,56
11313,37,ios,female,TUR,53
11314,34,ios,male,ESP,58
11315,47,android,male,IND,59
11316,40,android,male,USA,50
11317,10,ios,male,TUR,62
11318,50,ios,male,JPN,46
11319,4,android,male,RUS,63
11320,21,ios,male,TUR,29
11321,16,ios,male,IND,38
11322,44,android,male,JPN,65
11323,19,ios,female,TUR,49
11324,7,android,female,RUS,64
11325,18,ios,male,TUR,47
11326,19,android,female,TUR,59
11327,40,ios,female,RUS,40
11328,16,android,female,USA,50
11329,9,ios,female,USA,58
11330,24,ios,female,IND,31
11331,18,android,female,DEU,41
11332,11,ios,female,GBR,30
11333,9,android,male,USA,49
11334,38,ios,male,FRA,49
11335,32,ios,female,RUS,40
11336,27,android,male,GBR,47
11337,17,ios,male,FRA,46
11338,15,android,male,TUR,21
11339,24,android,male,GBR,49
11340,1,ios,female,FRA,26
11341,27,ios,male,BRA,44
11342,39,ios,male,GBR,43
11343,41,ios,male,JPN,63
11344,51,android,female,RUS,61
11345,51,ios,female,ESP,48
11346,27,android,female,USA,61
11347,8,android,female,ESP,37
11348,30,ios,male,GBR,27
11349,28,ios,female,ESP,57
11350,25,android,male,BRA,64
11351,51,android,male,BRA,55
11352,26,android,male,IND,24
11353,7,android,male,RUS,24
11354,27,android,female,IND,46
11355,19,android,male,RUS,28
11356,41,android,female,BRA,46
11357,40,android,female,ESP,27
11358,38,ios,male,IND,41
11359,51,ios,female,RUS,28
11360,48,android,female,BRA,52
11361,7,ios,female,TUR,22
11362,51,android,male,FRA,53
11363,44,ios,female,RUS,60
11364,10,ios,female,BRA,58
11365,38,ios,female,ESP,28
11366,5,ios,female,JPN,50
11367,8,android,female,GBR,31
11368,9,ios,female,DEU,48
11369,46,android,male,IND,57
11370,21,ios,male,ESP,25
11371,39,ios,female,IND,43
11372,17,android,male,DEU,56
11373,42,ios,male,FRA,38
11374,9,ios,female,ESP,22
11375,38,ios,female,USA,36
11376,42,ios,male,RUS,26
11377,27,ios,female,TUR,51
11378,31,ios,male,BRA,64
11379,3,ios,female,BRA,42
11380,15,ios,male,RUS,37
11381,6,ios,female,IND,18
11382,29,android,female,JPN,21
11383,12,ios,female,USA,60
11384,28,ios,female,GBR,50
11385,29,ios,male,RUS,22
11386,5,android,female,TUR,48
11387,29,android,female,ESP,63
11388,28,android,female,ESP,45
11389,12,android,female,BRA,45
11390,43,android,female,JPN,50
11391,17,android,male,TUR,59
11392,31,ios,male,BRA,35
11393,4,android,male,FRA,39
11394,30,ios,female,JPN,30
11395,12,ios,male,JPN,33
11396,49,ios,male,IND,26
11397,44,android,female,BRA,18
11398,17,android,male,USA,60
11399,30,ios,female,GBR,53
11400,28,ios,female,DEU,20
11401,20,android,female,ESP,31
11402,6,ios,male,DEU,53
11403,33,ios,male,USA,57
11404,30,ios,female,IND,28
11405,40,ios,female,GBR,33
11406,39,android,male,JPN,55
11407,1,ios,male,ESP,19
11408,10,ios,female,ESP,46
11409,51,ios,female,BRA,64
11410,36,android,male,BRA,42
11411,30,ios,female,IND,40
11412,6,android,female,BRA,52
11413,11,ios,male,IND,39
11414,29,android,male,DEU,61
11415,31,android,female,ESP,56
11416,16,android,male,JPN,31
11417,36,ios,female,FRA,48
11418,27,ios,male,ESP,52
11419,31,ios,female,GBR,25
11420,41,android,male,IND,64
11421,37,android,male,USA,59
11422,44,ios,female,TUR,42
11423,23,ios,female,TUR,19
11424,31,android,male,ESP,55
11425,19,ios,male,RUS,21
11426,38,android,female,GBR,41
11427,3,android,male,GBR,39
11428,44,ios,male,RUS,45
11429,40,android,female,GBR,39
11430,28,android,female,JPN,65
11431,30,android,male,RUS,28
11432,35,android,female,BRA,32
11433,50,android,male,IND,26
11434,41,android,male,ESP,26
11435,5,android,male,IND,43
11436,21,android,female,JPN,35
11437,48,ios,male,BRA,22
11438,17,android,female,DEU,42
11439,25,ios,female,TUR,64
11440,19,ios,male,RUS,42
11441,4,ios,female,BRA,36
11442,25,ios,male,ESP,18
11443,32,ios,male,RUS,25
11444,15,ios,male,BRA,60
11445,18,android,male,TUR,43
11446,50,android,male,USA,18
11447,32,ios,female,RUS,19
11448,45,android,male,IND,20
11449,37,ios,male,IND,45
11450,40,ios,female,FRA,44
11451,25,ios,male,RUS,35
11452,20,ios,female,RUS,24
11453,42,ios,female,RUS,31
11454,50,ios,female,FRA,19
11455,1,android,male,JPN,25
11456,50,android,male,FRA,20
11457,15,ios,female,TUR,55
11458,18,ios,male,TUR,55
11459,48,android,female,TUR,63
11460,11,ios,male,TUR,64
11461,18,android,male,DEU,47
11462,39,android,female,JPN,34
11463,46,ios,male,GBR,51
11464,7,android,male,BRA,62
11465,49,ios,female,IND,52
11466,24,ios,female,BRA,30
11467,13,android,female,BRA,36
11468,17,android,female,IND,23
11469,45,ios,female,USA,22
11470,2,ios,male,RUS,43
11471,12,ios,female,IND,24
11472,15,ios,male,RUS,50
11473,48,ios,female,USA,47
11474,6,android,male,JPN,45
11475,3,ios,female,USA,36
11476,17,ios,female,DEU,36
11477,10,ios,female,DEU,59
11478,24,android,female,RUS,28
11479,16,ios,male,JPN,34
11480,3,android,male,USA,63
11481,31,ios,female,DEU,18
11482,36,android,male,FRA,26
11483,32,android,male,ESP,52
11484,3,android,male,RUS,22
11485,14,ios,male,BRA,47
11486,24,ios,female,FRA,18
11487,47,android,female,USA,40
11488,12,android,male,DEU,43
11489,27,ios,female,FRA,49
11490,35,android,male,ESP,47
11491,19,ios,female,FRA,47
11492,31,ios,female,BRA,27
11493,34,ios,male,BRA,33
11494,35,android,male,ESP,48
11495,19,android,female,DEU,28
11496,21,ios,female,TUR,42
11497,7,ios,male,DEU,58
11498,6,android,male,BRA,50
11499,47,ios,female,DEU,31
11500,30,android,female,GBR,52
11501,7,android,male,BRA,36
11502,12,ios,male,RUS,48
11503,49,android,female,TUR,50
11504,27,android,female,FRA,65
11505,37,ios,female,RUS,51
11506,10,ios,female,JPN,43
11507,34,android,male,FRA,23
11508,41,android,female,ESP,49
11509,27,ios,female,ESP,59
11510,9,android,female,USA,52
11511,6,android,female,ESP,34
11512,14,android,male,DEU,35
11513,41,ios,male,USA,31
11514,26,android,female,TUR,55
11515,26,android,male,GBR,45
11516,48,android,female,FRA,19
11517,8,android,male,TUR,28
11518,39,android,female,IND,33
11519,9,android,male,FRA,22
11520,1,android,male,USA,47
11521,15,ios,male,JPN,39
11522,33,ios,male,FRA,21
11523,10,android,male,JPN,59
11524,48,android,female,JPN,41
11525,6,android,male,FRA,46
11526,46,android,female,TUR,50
11527,16,android,male,ESP,55
11528,51,android,female,DEU,29
11529,32,ios,female,FRA,59
11530,37,android,male,ESP,46
11531,42,ios,male,BRA,60
11532,44,ios,female,FRA,31
11533,31,android,male,DEU,35
11534,23,android,male,TUR,29
11535,48,ios,male,FRA,53
11536,25,android,male,ESP,36
11537,8,android,male,FRA,55
11538,33,android,female,DEU,18
11539,7,ios,female,GBR,27
11540,42,ios,female,IND,37
11541,7,android,male,FRA,40
11542,19,ios,male,ESP,45
11543,45,ios,male,FRA,25
11544,42,ios,male,DEU,54
11545,21,android,female,JPN,27
11546,42,ios,male,TUR,44
11547,12,android,male,GBR,44
11548,25,android,female,USA,29
11549,41,android,female,USA,23
